學貫行銷股份有限公司|台北市林森南路四號六樓|http://www.xbook.com.tw/
博碩文化股份有限公司|台北縣汐止市新台五路一段94號6樓C棟|http://www.drmaster.com.tw/
松崗電腦圖書有限公司||http://www.skinfo.com.tw/
